x,y,z
-6.315167945116384,214.44386626599908,a
2.758960428375147,238.7375326791646,a
29.376537142303178,226.93698071789055,a
55.31583342990397,232.90991547807278,a
45.22890920616179,240.49124735348357,a
7.315130235759655,263.34911932387064,a
2.357179554073955,272.44376458535885,a
-9.593146114105423,248.6613464390273,a
-23.82123165317625,262.6744317804382,a
20.705434756064562,256.6799212054932,a
33.59702968916455,266.1992508389941,a
93.215125760327,247.5900075963228,a
37.58152018137228,257.3786664436234,a
54.363432704297864,210.10086439503908,a
-1.2022150417526305,266.7047149784545,a
7.8826327376296526,231.8122816701395,a
70.20800141255938,249.93294503642898,a
32.83206293183278,300.13588488498226,a
36.0455466223673,298.611466204767,a
12.267376943534746,269.47009528888003,a
44.51005205045796,273.61755557815474,a
46.96066914301288,262.0581671275678,a
13.627871001814075,277.7728836472139,a
39.030140089434035,226.9466993254846,a
18.13527541663021,235.1840734479025,a
71.13952704621241,251.46957056464683,a
47.924357639363784,269.1628825414409,a
121.56001264710363,214.29524493281235,a
73.13555184016937,284.8649836252732,a
88.90078927890531,230.38625884091886,a
28.13293678880283,231.05917562578094,a
61.08705654476563,261.25814418649685,a
62.04070701331713,196.82205726232218,a
94.59678395832577,228.89493124853203,a
65.07185826869963,237.0268244276577,a
75.0202345557206,251.03139332388793,a
135.8045733817623,218.39193717730905,a
72.51539326963234,243.70687975720222,a
68.49629194395308,256.27260981751624,a
110.4434311171427,253.15038289263634,a
116.78785656103086,242.45470349235552,a
108.38035703979136,277.95326750594523,a
81.6945765902602,207.3063774828151,a
102.4638792851282,271.4166004009111,a
37.98461963442812,267.44035969540494,a
118.80407800369761,272.1459599495531,a
95.17895991810505,239.97070791720165,a
150.75017257649978,212.76275467832545,a
84.99550545507803,270.74336716485755,a
112.10914185422368,248.8955011792293,a
83.79927565409074,279.99692282849526,a
127.57561367566433,223.05144732773323,a
109.83789769480026,224.65739060310318,a
180.3859927496006,263.13432703482175,a
152.72488135807075,230.33497875585135,a
68.38340625468956,248.6267479495733,a
131.1684383784293,233.22533136539488,a
116.49042964121237,256.46311703136075,a
146.25857801802175,259.38116728090756,a
75.38759297601243,252.8691020842886,a
145.038390004649,286.7338381266152,a
140.43569171918,253.93204036691384,a
178.07563764867916,279.58873007001597,a
183.22248417309,240.4472233755294,a
169.88550854619626,225.18381686537083,a
164.24980832794367,220.5107423278031,a
140.47513159149787,290.5182211729398,a
175.14529225760054,241.23153492841635,a
138.07413840517867,226.58562321583838,a
170.41575812444023,245.50174288900033,a
120.3453118830183,232.08833491004532,a
111.52896670933576,270.85625317984517,a
151.56484380739957,239.37923007519242,a
116.79235353892936,275.26459646112227,a
134.53497741394702,244.014977610024,a
194.9787931456197,231.60849077200947,a
181.23127510564441,260.0498839617398,a
126.40670509225927,261.2415862170501,a
96.0357618647593,268.22824200549985,a
130.98286732180463,243.0459810509348,a
45.075960148423604,246.9202658037337,a
109.84784503079293,214.08896220223136,a
